gbest pbestAvg pbestSim popSim numsOfHui
62695.0 62695.0 435.0 194.13083 0
62695.0 62695.0 435.0 188.90207 0
62695.0 62695.0 435.0 200.96957 0
62695.0 62695.0 435.0 196.89516 0
62695.0 62695.0 435.0 211.80756 0
62695.0 62695.0 435.0 204.79625 0
62695.0 62695.0 435.0 191.9743 0
62695.0 62695.0 435.0 188.42955 0
70659.0 62960.465 425.33316 180.90457 0
70659.0 62960.465 425.33316 185.04173 0
70659.0 62960.465 425.33316 200.64758 0
70659.0 62960.465 425.33316 176.81873 0
70659.0 63225.934 416.33328 199.11998 0
70659.0 63491.4 407.99982 198.31912 0
70659.0 63756.867 400.33304 200.38156 0
70659.0 63756.867 400.33304 187.4795 0
70659.0 63756.867 400.33304 176.69176 0
70659.0 63756.867 400.33304 168.49365 0
70659.0 63756.867 400.33304 192.84444 0
70659.0 63756.867 400.33304 179.83606 0
71191.0 64040.066 398.67654 215.88084 0
71191.0 64606.465 395.82526 203.75607 0
71191.0 64606.465 395.82526 198.77979 0
71191.0 64889.668 394.6303 175.66531 0
71191.0 65172.867 393.58923 192.2384 0
71191.0 65172.867 393.58923 188.14082 0
71191.0 65456.066 392.7021 187.847 0
71191.0 65456.066 392.7021 186.80034 0
71191.0 65456.066 392.7021 200.7269 0
71191.0 66022.47 391.3893 188.3761 0
71191.0 66022.47 391.3893 195.92165 0
71191.0 66588.87 390.6919 176.07623 0
71191.0 66872.07 390.574 215.26712 0
71191.0 66872.07 390.574 197.11348 0
71191.0 66872.07 390.574 196.85817 0
71191.0 66872.07 390.574 182.68646 0
71191.0 67155.266 390.6099 222.65767 0
71191.0 67375.234 389.0861 215.75357 0
71191.0 67375.234 389.0861 203.55241 0
71191.0 67941.63 389.92712 191.99959 0
71191.0 67941.63 389.92712 198.87408 0
71191.0 68224.836 390.57846 218.047 0
71191.0 68224.836 390.57846 199.27376 0
71191.0 68224.836 390.57846 203.74062 0
71191.0 68224.836 390.57846 210.74739 0
71191.0 68224.836 390.57846 187.93437 0
71191.0 68791.234 392.34277 207.9433 0
71191.0 69074.43 393.45572 193.38692 0
71191.0 69074.43 393.45572 184.54907 0
71191.0 69074.43 393.45572 209.50786 0
71191.0 69092.164 399.38782 218.28145 0
71191.0 69092.164 399.38782 208.38463 0
71191.0 69109.9 405.8533 217.0332 0
71191.0 69109.9 405.8533 201.6627 0
71191.0 69109.9 405.8533 222.96834 0
71191.0 69393.1 407.1404 199.03104 0
71191.0 69393.1 407.1404 208.7405 0
71191.0 69393.1 407.1404 188.49286 0
71191.0 69676.3 408.5815 208.09053 0
71191.0 69676.3 408.5815 203.04784 0
71191.0 69959.5 410.1763 219.64833 0
71191.0 69959.5 410.1763 180.20645 0
71191.0 69959.5 410.1763 219.97354 0
71191.0 69959.5 410.1763 196.83995 0
71191.0 69959.5 410.1763 224.92946 0
71191.0 69959.5 410.1763 189.73682 0
71191.0 70022.734 412.14847 185.94492 0
71191.0 70022.734 412.14847 203.99289 0
71191.0 70022.734 412.14847 203.34712 0
71191.0 70022.734 412.14847 221.37093 0
71191.0 70022.734 412.14847 186.85918 0
71191.0 70022.734 412.14847 175.12468 0
71191.0 70022.734 412.14847 233.44481 0
71191.0 70022.734 412.14847 180.88922 0
71191.0 70022.734 412.14847 212.10474 0
71191.0 70022.734 412.14847 192.04588 0
71191.0 70022.734 412.14847 200.19916 0
71191.0 70022.734 412.14847 212.31378 0
71191.0 70022.734 412.14847 196.11511 0
71191.0 70113.8 411.68695 201.60475 0
71191.0 70113.8 411.68695 193.91077 0
71191.0 70131.53 418.84586 194.23549 0
71191.0 70131.53 418.84586 197.23518 0
71191.0 70131.53 418.84586 186.34863 0
71191.0 70131.53 418.84586 203.06908 0
71191.0 70131.53 418.84586 235.67332 0
71191.0 70131.53 418.84586 213.11047 0
71191.0 70131.53 418.84586 216.03476 0
71191.0 70131.53 418.84586 201.51463 0
71191.0 70131.53 418.84586 181.09004 0
71191.0 70131.53 418.84586 198.23932 0
71191.0 70131.53 418.84586 195.13342 0
71191.0 70131.53 418.84586 198.38971 0
71191.0 70149.266 426.5381 209.61513 0
71191.0 70149.266 426.5381 222.55624 0
71191.0 70432.47 428.46127 189.90573 0
71191.0 70652.43 428.30746 213.34851 0
71191.0 70652.43 428.30746 223.65009 0
71191.0 70935.63 430.53812 176.61417 0
71191.0 70935.63 430.53812 209.85243 0
71191.0 70935.63 430.53812 197.47845 0
71191.0 70935.63 430.53812 201.71912 0
71191.0 70935.63 430.53812 185.18185 0
71191.0 70935.63 430.53812 207.61168 0
71191.0 70935.63 430.53812 215.93947 0
71191.0 70935.63 430.53812 216.30753 0
71191.0 70935.63 430.53812 202.99355 0
71191.0 70935.63 430.53812 212.6899 0
71191.0 70935.63 430.53812 186.70447 0
71191.0 70935.63 430.53812 215.4636 0
71191.0 70935.63 430.53812 217.9341 0
71191.0 70935.63 430.53812 208.65419 0
71191.0 70935.63 430.53812 226.13876 0
71191.0 70935.63 430.53812 208.79654 0
71191.0 71127.766 432.76904 240.85057 0
71191.0 71127.766 432.76904 209.42169 0
71191.0 71127.766 432.76904 195.85323 0
71191.0 71127.766 432.76904 217.09647 0
71191.0 71127.766 432.76904 198.12239 0
71191.0 71127.766 432.76904 194.95499 0
71191.0 71127.766 432.76904 208.59332 0
71191.0 71127.766 432.76904 199.56688 0
71191.0 71127.766 432.76904 197.14479 0
71191.0 71127.766 432.76904 198.02924 0
71191.0 71127.766 432.76904 194.55 0
71191.0 71127.766 432.76904 187.8467 0
71191.0 71127.766 432.76904 184.26149 0
71191.0 71127.766 432.76904 213.9344 0
71191.0 71127.766 432.76904 190.27988 0
71191.0 71127.766 432.76904 198.62097 0
71191.0 71127.766 432.76904 190.39304 0
71191.0 71127.766 432.76904 185.84354 0
71191.0 71127.766 432.76904 207.27596 0
71191.0 71127.766 432.76904 192.2628 0
71191.0 71127.766 432.76904 228.72906 0
71191.0 71127.766 432.76904 199.49937 0
72619.0 71270.57 426.99948 185.78326 0
72619.0 71270.57 426.99948 193.98232 0
72619.0 71413.37 422.51572 215.23038 0
72619.0 71413.37 422.51572 224.4143 0
72619.0 71413.37 422.51572 206.04057 0
72619.0 71413.37 422.51572 203.20506 0
72619.0 71476.6 424.71356 207.53532 0
72619.0 71476.6 424.71356 204.3933 0
72619.0 71619.4 421.49915 201.61255 0
72619.0 71714.6 420.07043 192.68422 0
72619.0 71714.6 420.07043 178.33357 0
72619.0 71714.6 420.07043 206.31747 0
72619.0 71762.2 419.57047 186.9761 0
72619.0 71809.8 419.21332 213.41959 0
72619.0 71809.8 419.21332 208.86253 0
72619.0 71809.8 419.21332 213.39664 0
72619.0 71809.8 419.21332 183.83673 0
72619.0 71809.8 419.21332 199.76543 0
72619.0 71857.4 418.99908 204.59946 0
72619.0 71857.4 418.99908 220.30957 0
72619.0 71857.4 418.99908 202.9865 0
72619.0 71905.0 418.92764 240.05882 0
72619.0 71905.0 418.92764 204.33308 0
72619.0 71905.0 418.92764 213.21094 0
72619.0 71952.6 418.99908 191.62935 0
72619.0 72000.2 419.21335 188.7639 0
72619.0 72000.2 419.21335 179.87213 0
72619.0 72000.2 419.21335 182.95221 0
72619.0 72000.2 419.21335 192.7164 0
72619.0 72000.2 419.21335 186.77412 0
72619.0 72000.2 419.21335 213.33194 0
72619.0 72000.2 419.21335 197.49628 0
72619.0 72000.2 419.21335 195.93106 0
72619.0 72000.2 419.21335 186.87053 0
72619.0 72000.2 419.21335 224.36012 0
72619.0 72000.2 419.21335 212.4004 0
72619.0 72000.2 419.21335 190.17564 0
72619.0 72047.8 419.57056 224.29068 0
72619.0 72095.4 420.07053 221.55812 0
72619.0 72095.4 420.07053 221.36485 0
72619.0 72095.4 420.07053 212.14458 0
72619.0 72095.4 420.07053 225.78531 0
72619.0 72143.0 420.71335 205.32297 0
72619.0 72143.0 420.71335 199.24084 0
72619.0 72190.6 421.49915 216.10097 0
72619.0 72238.2 422.4278 221.83954 0
72619.0 72285.8 423.49924 238.64014 0
72619.0 72285.8 423.49924 206.71742 0
72619.0 72285.8 423.49924 196.21117 0
72619.0 72285.8 423.49924 209.59988 0
72619.0 72285.8 423.49924 198.69987 0
72619.0 72285.8 423.49924 192.45755 0
72619.0 72285.8 423.49924 209.84798 0
72619.0 72333.4 424.71362 203.32474 0
72619.0 72333.4 424.71362 197.51935 0
72619.0 72333.4 424.71362 221.53221 0
72619.0 72333.4 424.71362 228.76471 0
72619.0 72333.4 424.71362 183.54695 0
72619.0 72333.4 424.71362 201.44534 0
72619.0 72333.4 424.71362 191.40433 0
72619.0 72333.4 424.71362 206.62688 0
72619.0 72333.4 424.71362 233.88362 0
72619.0 72333.4 424.71362 231.2266 0
72619.0 72381.0 426.07092 212.0662 0
72619.0 72381.0 426.07092 205.68327 0
72619.0 72381.0 426.07092 208.37288 0
72619.0 72381.0 426.07092 212.13647 0
72619.0 72381.0 426.07092 220.17177 0
72619.0 72381.0 426.07092 205.76389 0
72619.0 72381.0 426.07092 229.02885 0
72619.0 72381.0 426.07092 207.83153 0
72619.0 72428.6 427.5711 205.08653 0
72619.0 72428.6 427.5711 218.25354 0
72619.0 72428.6 427.5711 222.37866 0
72619.0 72428.6 427.5711 208.02116 0
72619.0 72476.2 429.21417 219.40149 0
72619.0 72476.2 429.21417 219.87924 0
72619.0 72476.2 429.21417 203.61469 0
72619.0 72476.2 429.21417 201.68034 0
72619.0 72476.2 429.21417 204.51064 0
72619.0 72476.2 429.21417 207.57497 0
72619.0 72476.2 429.21417 201.44327 0
72619.0 72476.2 429.21417 215.62682 0
72619.0 72476.2 429.21417 222.9183 0
72619.0 72476.2 429.21417 211.85063 0
72619.0 72476.2 429.21417 222.01213 0
72619.0 72476.2 429.21417 188.43675 0
72619.0 72476.2 429.21417 187.07681 0
72619.0 72476.2 429.21417 175.22714 0

