gbest pbestAvg pbestSim popSim numsOfHui
685719.0 525717.9 300.9236 263.4765 0
685719.0 525717.9 300.9236 269.58148 0
685719.0 525717.9 300.9236 271.0633 0
685719.0 525717.9 300.9236 274.06918 0
685719.0 525717.9 300.9236 273.1841 0
685719.0 525717.9 300.9236 270.81946 0
685719.0 525717.9 300.9236 272.68417 0
685719.0 525717.9 300.9236 263.5033 0
685719.0 525717.9 300.9236 259.19827 0
685719.0 525717.9 300.9236 287.184 0
685719.0 525717.9 300.9236 255.58417 0
685719.0 525717.9 300.9236 275.2581 0
685719.0 525717.9 300.9236 277.45758 0
685719.0 525717.9 300.9236 261.25217 0
685719.0 525717.9 300.9236 261.48514 0
685719.0 525717.9 300.9236 277.11337 0
685719.0 525717.9 300.9236 261.05902 0
685719.0 525850.7 307.72778 267.85144 0
685719.0 525850.7 307.72778 280.692 0
685719.0 525850.7 307.72778 271.457 0
685719.0 525850.7 307.72778 276.4865 0
685719.0 525850.7 307.72778 273.93732 0
685719.0 525850.7 307.72778 276.80246 0
685719.0 525850.7 307.72778 281.6737 0
685719.0 525850.7 307.72778 274.71255 0
685719.0 526828.4 309.25415 278.4306 0
685719.0 527424.3 310.15692 265.69095 0
685719.0 527424.3 310.15692 268.95547 0
685719.0 542347.7 310.72537 261.1886 0
685719.0 548575.2 315.56274 281.697 0
685719.0 548575.2 315.56274 281.4267 0
685719.0 548575.2 315.56274 269.49533 0
685719.0 548575.2 315.56274 266.29706 0
685719.0 548575.2 315.56274 275.43167 0
685719.0 548575.2 315.56274 290.74857 0
685719.0 548575.2 315.56274 270.3953 0
685719.0 548575.2 315.56274 277.486 0
685719.0 548575.2 315.56274 262.68643 0

